"inventory_origin","legacy_id","legacy_title","legacy_date","legacy_era","legacy_region","disposition","proposed_canonical_id","proposed_title","proposed_date","destination","rationale","overlap_or_prerequisite_notes","research_editorial_status"
"timeline-stub","kamakura","Kamakura Shogunate in Japan","1185 CE","high_medieval","Japan","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","leif","Leif Erikson Reaches Vinland","c. 1000 CE","high_medieval","North America","Merge","lesson.north-atlantic.viking-mobility","Viking-Age Mobility and Exchange","c. 750–1100 CE","World Spine — chapter 05","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.north-atlantic.viking-mobility; prerequisite(s): None.","Framing review; readiness: Planned."
"timeline-stub","magna_carta","Magna Carta Signed","1215 CE","high_medieval","England","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","mali_empire","Mansa Musa's Pilgrimage","1324 CE","high_medieval","West Africa","Merge","lesson.west-africa.mali-and-mansa-musa","Mali, Mansa Musa, and a Scholarly Sahel","c. 1230–1500 CE","World Spine — chapter 06","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.west-africa.mali-and-mansa-musa; prerequisite(s): lesson.west-africa.ghana-and-sahara.","Source set identified; readiness: Planned."
"timeline-stub","marco_polo","Travels of Marco Polo","1271 CE","high_medieval","Asia","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","reconquista","The Reconquista Intensifies","c. 1085 CE","high_medieval","Spain","Move to another Journey type","None","None","None","Idea Trail — Belief, ritual, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","saladin","Saladin Recaptures Jerusalem","1187 CE","high_medieval","Middle East","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","schism","The Great Schism","1054 CE","high_medieval","Europe","Adapt or rename","lesson.mediterranean.crusades-and-contact","The Crusades and Mediterranean Contact","1095–1291 CE","World Spine — chapter 06","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.mediterranean.crusades-and-contact; prerequisite(s): lesson.caliphates.expansion-and-governance.","Framing review; readiness: Planned."
"timeline-stub","song_dynasty","Song Dynasty & Paper Money","960 CE","high_medieval","China","Merge","lesson.china.song-commercial-revolution","Song China's Commercial Revolution","960–1279 CE","World Spine — chapter 06","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.china.song-commercial-revolution; prerequisite(s): lesson.china.tang-cosmopolitan-empire.","Source brief required; readiness: Planned."
"timeline-stub","swahili_cities","Swahili Coast City-States Trade","c. 1300 CE","high_medieval","East Africa","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","tale_genji","The Tale of Genji Written","c. 1008 CE","high_medieval","Japan","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","tenochtitlan","Founding of Tenochtitlan","1325 CE","high_medieval","Mexico","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","university","University of Bologna Founded","1088 CE","high_medieval","Italy","Merge","lesson.medieval.faith-reason-and-schools","Faith, Reason, and the Medieval Schools","c. 1088–1300 CE","World Spine — chapter 06","The legacy node contributes important evidence, but its causal value is clearer inside the cross-tradition faith, reason, translation, and school-institution sequence.","Mapped to lesson.medieval.faith-reason-and-schools; prerequisite(s): lesson.islam.reason-revelation-and-law|lesson.judaism.rabbinic-argument-and-diaspora|lesson.europe.lords-churches-and-towns.","Source set identified; readiness: Planned."
"timeline-stub","william_wallace","William Wallace & Scottish Wars","1297 CE","high_medieval","Scotland","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","zheng_he","Voyages of Zheng He","1405 CE","high_medieval","China","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","akbar","Akbar the Great Rules Mughal India","1556 CE","contact","India","Move to another Journey type","None","None","None","Idea Trail — Belief, ritual, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","armada","Defeat of Spanish Armada","1588 CE","contact","England/Spain","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","atlantic_slave_trade","Atlantic Slave Trade Begins","c. 1520 CE","contact","Atlantic","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","benin_bronzes","Benin Bronzes Cast in West Africa","c. 1500 CE","contact","West Africa","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
